USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode01.ffn:bc01_02465,-,bc01_02465,-,N,1395,67.53,0.703,,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA
fasta::barcode01.ffn:bc01_02466,-,bc01_02466,-,N,1119,66.4,0.723,,hypothetical protein
fasta::barcode01.ffn:bc01_02467,-,bc01_02467,-,N,2562,64.09,0.741,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_02468,-,bc01_02468,-,N,633,66.19,0.712,,Uracil phosphoribosyltransferase
fasta::barcode01.ffn:bc01_02469,-,bc01_02469,-,N,1761,66.16,0.687,,Xyloglucan-specific endo-beta-14-glucanase BoGH9A
fasta::barcode01.ffn:bc01_02470,-,bc01_02470,-,N,1782,67.79,0.702,,gamma-glutamyltranspeptidase
fasta::barcode01.ffn:bc01_02471,-,bc01_02471,-,N,285,61.05,0.741,,Ferredoxin
fasta::barcode01.ffn:bc01_02472,-,bc01_02472,-,N,153,71.24,0.595,,hypothetical protein
fasta::barcode01.ffn:bc01_02473,-,bc01_02473,-,N,498,64.26,0.768,,hypothetical protein
fasta::barcode01.ffn:bc01_02474,-,bc01_02474,-,N,507,64.89,0.733,,lipopolysaccharide core biosynthesis protein 
fasta::barcode01.ffn:bc01_02475,-,bc01_02475,-,N,624,72.28,0.65,,Ribosomal RNA small subunit methyltransferase D
fasta::barcode01.ffn:bc01_02476,-,bc01_02476,-,N,1905,62.57,0.781,,Chaperone protein HtpG
fasta::barcode01.ffn:bc01_02477,-,bc01_02477,-,N,981,62.49,0.627,,IS5 family transposase IS1646
fasta::barcode01.ffn:bc01_02478,-,bc01_02478,-,N,264,58.71,0.657,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02479,-,bc01_02479,-,N,846,61.94,0.602,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02480,-,bc01_02480,-,N,1638,65.69,0.702,,RHS Repeat protein
fasta::barcode01.ffn:bc01_02481,-,bc01_02481,-,N,846,61.94,0.602,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02482,-,bc01_02482,-,N,264,58.71,0.657,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02483,-,bc01_02483,-,N,402,65.42,0.592,,Toxin SymE type I toxin-antitoxin system
fasta::barcode01.ffn:bc01_02484,-,bc01_02484,-,N,2376,66.58,0.684,,GH146: beta-L-arabinofuranosidase 
fasta::barcode01.ffn:bc01_02485,-,bc01_02485,-,N,2877,61.28,0.661,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_02486,-,bc01_02486,-,N,1767,62.08,0.574,,AvrXccA2
fasta::barcode01.ffn:bc01_02487,-,bc01_02487,-,N,82,65.85,0.587,,tRNA-Leu(aag)
fasta::barcode01.ffn:bc01_02488,-,bc01_02488,-,N,2355,68.11,0.682,,hypothetical protein
fasta::barcode01.ffn:bc01_02489,-,bc01_02489,-,N,1095,66.39,0.629,,hypothetical protein
fasta::barcode01.ffn:bc01_02490,-,bc01_02490,-,N,156,66.67,0.641,,hypothetical protein
fasta::barcode01.ffn:bc01_02491,-,bc01_02491,-,N,144,74.31,0.791,,hypothetical protein
fasta::barcode01.ffn:bc01_02492,-,bc01_02492,-,N,1635,68.13,0.717,,GH35: beta-galactosidase  and 3 other functions.
fasta::barcode01.ffn:bc01_02493,-,bc01_02493,-,N,2337,67.14,0.725,,CE1: acetyl xylan esterase  and 6 other functions.
fasta::barcode01.ffn:bc01_02494,-,bc01_02494,-,N,1587,65.53,0.7,,Aspartate-proton symporter
fasta::barcode01.ffn:bc01_02495,-,bc01_02495,-,N,1860,66.08,0.733,,hypothetical protein
fasta::barcode01.ffn:bc01_02496,-,bc01_02496,-,N,1827,63.44,0.656,,hypothetical protein
fasta::barcode01.ffn:bc01_02497,-,bc01_02497,-,N,426,60.56,0.462,,hypothetical protein
fasta::barcode01.ffn:bc01_02498,-,bc01_02498,-,N,1200,67.92,0.748,,putative peptidase
fasta::barcode01.ffn:bc01_02499,-,bc01_02499,-,N,1596,70.36,0.699,,Alpha-ketoglutaric semialdehyde dehydrogenase 2
fasta::barcode01.ffn:bc01_02500,-,bc01_02500,-,N,909,66.67,0.785,,4-hydroxy-tetrahydrodipicolinate synthase
fasta::barcode01.ffn:bc01_02501,-,bc01_02501,-,N,1314,71.92,0.691,,Hydrogen cyanide synthase subunit HcnB
fasta::barcode01.ffn:bc01_02502,-,bc01_02502,-,N,246,69.92,0.732,,Hydrogen cyanide synthase subunit HcnA
fasta::barcode01.ffn:bc01_02503,-,bc01_02503,-,N,1230,72.93,0.693,,Hydrogen cyanide synthase subunit HcnC
fasta::barcode01.ffn:bc01_02504,-,bc01_02504,-,N,939,70.82,0.786,,4-hydroxyproline 2-epimerase
fasta::barcode01.ffn:bc01_02505,-,bc01_02505,-,N,717,64.85,0.75,,HTH-type transcriptional activator RhaS
fasta::barcode01.ffn:bc01_02506,-,bc01_02506,-,N,1641,70.38,0.636,,Signal recognition particle receptor FtsY
fasta::barcode01.ffn:bc01_02507,-,bc01_02507,-,N,1071,66.67,0.683,,Adenine DNA glycosylase
fasta::barcode01.ffn:bc01_02508,-,bc01_02508,-,N,279,61.65,0.759,,putative Fe(2+)-trafficking protein
fasta::barcode01.ffn:bc01_02509,-,bc01_02509,-,N,228,64.91,0.528,,hypothetical protein
fasta::barcode01.ffn:bc01_02510,-,bc01_02510,-,N,465,64.09,0.606,,hypothetical protein
fasta::barcode01.ffn:bc01_02511,-,bc01_02511,-,N,1623,62.17,0.725,,Blue-light-activated protein
fasta::barcode01.ffn:bc01_02512,-,bc01_02512,-,N,243,66.67,0.616,,Multidrug transporter EmrE
fasta::barcode01.ffn:bc01_02513,-,bc01_02513,-,N,672,67.11,0.702,,Lysine methyltransferase
fasta::barcode01.ffn:bc01_02514,-,bc01_02514,-,N,612,66.34,0.682,,hypothetical protein
fasta::barcode01.ffn:bc01_02515,-,bc01_02515,-,N,198,61.11,0.75,,Stress-induced bacterial acidophilic repeat motif protein
fasta::barcode01.ffn:bc01_02516,-,bc01_02516,-,N,2808,66.45,0.703,,Sensor histidine kinase RcsC
fasta::barcode01.ffn:bc01_02517,-,bc01_02517,-,N,858,64.69,0.638,,Excinuclease cho
fasta::barcode01.ffn:bc01_02518,-,bc01_02518,-,N,1311,63.31,0.462,,hypothetical protein
fasta::barcode01.ffn:bc01_02519,-,bc01_02519,-,N,186,51.61,0.371,,Helix-turn-helix domain protein
fasta::barcode01.ffn:bc01_02520,-,bc01_02520,-,N,3567,65.01,0.496,,hypothetical protein
fasta::barcode01.ffn:bc01_02521,-,bc01_02521,-,N,960,64.17,0.511,,hypothetical protein
fasta::barcode01.ffn:bc01_02522,-,bc01_02522,-,N,378,62.7,0.481,,hypothetical protein
fasta::barcode01.ffn:bc01_02523,-,bc01_02523,-,N,312,60.9,0.468,,hypothetical protein
fasta::barcode01.ffn:bc01_02524,-,bc01_02524,-,N,240,67.08,0.506,,hypothetical protein
fasta::barcode01.ffn:bc01_02525,-,bc01_02525,-,N,159,64.15,0.51,,hypothetical protein
fasta::barcode01.ffn:bc01_02526,-,bc01_02526,-,N,76,60.53,0.36,,tRNA-Phe(gaa)
fasta::barcode01.ffn:bc01_02527,-,bc01_02527,-,N,537,68.72,0.744,,Outer membrane lipoprotein Blc
fasta::barcode01.ffn:bc01_02528,-,bc01_02528,-,N,480,67.71,0.692,,hypothetical protein
fasta::barcode01.ffn:bc01_02529,-,bc01_02529,-,N,1794,67.22,0.817,,3-methylmercaptopropionyl-CoA dehydrogenase
fasta::barcode01.ffn:bc01_02530,-,bc01_02530,-,N,633,65.09,0.357,,hypothetical protein
fasta::barcode01.ffn:bc01_02531,-,bc01_02531,-,N,657,67.43,0.699,,HNH endonuclease
fasta::barcode01.ffn:bc01_02532,-,bc01_02532,-,N,1920,66.3,0.759,,1-deoxy-D-xylulose-5-phosphate synthase
fasta::barcode01.ffn:bc01_02533,-,bc01_02533,-,N,1257,67.06,0.632,,4'-demethylrebeccamycin synthase
fasta::barcode01.ffn:bc01_02534,-,bc01_02534,-,N,615,70.57,0.627,,hypothetical protein
fasta::barcode01.ffn:bc01_02535,-,bc01_02535,-,N,1149,67.19,0.59,,GT21: UDP-Glc: ceramide beta-glucosyltransferase .
fasta::barcode01.ffn:bc01_02536,-,bc01_02536,-,N,960,65.52,0.66,,2-alkyl-3-oxoalkanoate reductase
fasta::barcode01.ffn:bc01_02537,-,bc01_02537,-,N,849,67.84,0.678,,Metallo-beta-lactamase superfamily protein
fasta::barcode01.ffn:bc01_02538,-,bc01_02538,-,N,1164,69.42,0.671,,3-oxoacyl-[acyl-carrier-protein] synthase 3
fasta::barcode01.ffn:bc01_02539,-,bc01_02539,-,N,1026,66.47,0.658,,TraB/PrgY/gumN family protein
fasta::barcode01.ffn:bc01_02540,-,bc01_02540,-,N,498,70.28,0.619,,hypothetical protein
fasta::barcode01.ffn:bc01_02541,-,bc01_02541,-,N,792,66.16,0.67,,GT26: UDP-ManNAcA: beta-N-acetyl mannosaminuronyltransferase  and 3 other functions.
fasta::barcode01.ffn:bc01_02542,-,bc01_02542,-,N,795,60,0.626,,Polysaccharide pyruvyl transferase
fasta::barcode01.ffn:bc01_02543,-,bc01_02543,-,N,1203,59.77,0.534,,UDP-glucuronate:glycolipid 2-beta-glucuronosyltransferase
fasta::barcode01.ffn:bc01_02544,-,bc01_02544,-,N,1479,63.15,0.605,,Polysaccharide biosynthesis protein
fasta::barcode01.ffn:bc01_02545,-,bc01_02545,-,N,1050,65.24,0.651,,GDP-mannose:glycolipid 4-beta-D-mannosyltransferase
fasta::barcode01.ffn:bc01_02546,-,bc01_02546,-,N,1143,61.85,0.575,,GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase
fasta::barcode01.ffn:bc01_02547,-,bc01_02547,-,N,1071,61.25,0.484,,Acyltransferase family protein
fasta::barcode01.ffn:bc01_02548,-,bc01_02548,-,N,1095,61.55,0.528,,Acyltransferase family protein
fasta::barcode01.ffn:bc01_02549,-,bc01_02549,-,N,1299,57.58,0.588,,hypothetical protein
fasta::barcode01.ffn:bc01_02550,-,bc01_02550,-,N,1455,61.44,0.662,,undecaprenyl-phosphate glucose phosphotransferase 
fasta::barcode01.ffn:bc01_02551,-,bc01_02551,-,N,1425,60.21,0.659,,G-rich domain on putative tyrosine kinase
fasta::barcode01.ffn:bc01_02552,-,bc01_02552,-,N,642,62.77,0.637,,capsule polysaccharide export protein precursor 
fasta::barcode01.ffn:bc01_02553,-,bc01_02553,-,N,77,63.64,0.295,,tRNA-Pro(ggg)
fasta::barcode01.ffn:bc01_02554,-,bc01_02554,-,N,357,62.46,0.637,,MerR HTH family regulatory protein
fasta::barcode01.ffn:bc01_02555,-,bc01_02555,-,N,300,60,0.584,,Integration host factor subunit alpha
fasta::barcode01.ffn:bc01_02556,-,bc01_02556,-,N,2376,67.3,0.641,,Phenylalanine--tRNA ligase beta subunit
fasta::barcode01.ffn:bc01_02557,-,bc01_02557,-,N,1011,64,0.683,,Phenylalanine--tRNA ligase alpha subunit
fasta::barcode01.ffn:bc01_02558,-,bc01_02558,-,N,360,60.28,0.648,,50S ribosomal protein L20
fasta::barcode01.ffn:bc01_02559,-,bc01_02559,-,N,198,61.62,0.61,,50S ribosomal protein L35
fasta::barcode01.ffn:bc01_02560,-,bc01_02560,-,N,444,59.23,0.773,,Translation initiation factor IF-3
fasta::barcode01.ffn:bc01_02561,-,bc01_02561,-,N,1905,63.41,0.754,,Threonine--tRNA ligase
fasta::barcode01.ffn:bc01_02562,-,bc01_02562,-,N,1125,66.22,0.672,,sugar-binding transcriptional regulator LacI family 
fasta::barcode01.ffn:bc01_02563,-,bc01_02563,-,N,1674,64.46,0.691,,Cyclomaltodextrin glucanotransferase
fasta::barcode01.ffn:bc01_02564,-,bc01_02564,-,N,1479,65.45,0.686,,Major Facilitator Superfamily protein
fasta::barcode01.ffn:bc01_02565,-,bc01_02565,-,N,2193,66.67,0.618,,GH78: alpha-L-rhamnosidase  and 2 other functions.
fasta::barcode01.ffn:bc01_02566,-,bc01_02566,-,N,2079,64.55,0.666,,Glucan 14-alpha-glucosidase SusB
fasta::barcode01.ffn:bc01_02567,-,bc01_02567,-,N,2763,64.97,0.767,,TonB-dependent Receptor Plug Domain protein
fasta::barcode01.ffn:bc01_02568,-,bc01_02568,-,N,981,61.77,0.618,,IS5 family transposase IS1646
fasta::barcode01.ffn:bc01_02569,-,bc01_02569,-,N,471,56.69,0.451,,IS5 family transposase IS1480b
fasta::barcode01.ffn:bc01_02570,-,bc01_02570,-,N,387,58.14,0.475,,hypothetical protein
fasta::barcode01.ffn:bc01_02571,-,bc01_02571,-,N,1617,60.54,0.558,,Oligo-16-glucosidase 1
fasta::barcode01.ffn:bc01_02572,-,bc01_02572,-,N,264,58.71,0.67,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02573,-,bc01_02573,-,N,846,61.94,0.602,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02574,-,bc01_02574,-,N,747,58.37,0.437,,TrbL/VirB6 plasmid conjugal transfer protein
fasta::barcode01.ffn:bc01_02575,-,bc01_02575,-,N,267,47.19,0.281,,hypothetical protein
fasta::barcode01.ffn:bc01_02576,-,bc01_02576,-,N,831,56.8,0.483,,TrbL/VirB6 plasmid conjugal transfer protein
fasta::barcode01.ffn:bc01_02577,-,bc01_02577,-,N,255,58.43,0.572,,hypothetical protein
fasta::barcode01.ffn:bc01_02578,-,bc01_02578,-,N,816,61.03,0.605,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02579,-,bc01_02579,-,N,264,59.09,0.661,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02580,-,bc01_02580,-,N,159,55.35,0.559,,hypothetical protein
fasta::barcode01.ffn:bc01_02581,-,bc01_02581,-,N,255,58.82,0.581,,hypothetical protein
fasta::barcode01.ffn:bc01_02582,-,bc01_02582,-,N,333,62.46,0.591,,hypothetical protein
fasta::barcode01.ffn:bc01_02583,-,bc01_02583,-,N,579,58.89,0.475,,TrbL/VirB6 plasmid conjugal transfer protein
fasta::barcode01.ffn:bc01_02584,-,bc01_02584,-,N,1140,56.93,0.471,,TrbL/VirB6 plasmid conjugal transfer protein
fasta::barcode01.ffn:bc01_02585,-,bc01_02585,-,N,825,48.97,0.411,,hypothetical protein
fasta::barcode01.ffn:bc01_02586,-,bc01_02586,-,N,2442,54.55,0.553,,type IV secretion system protein ATPase VirB4 
fasta::barcode01.ffn:bc01_02587,-,bc01_02587,-,N,267,52.81,0.442,,Type IV secretory pathway VirB3-like protein
fasta::barcode01.ffn:bc01_02588,-,bc01_02588,-,N,390,55.64,0.505,,TrbC/VIRB2 pilin
fasta::barcode01.ffn:bc01_02589,-,bc01_02589,-,N,927,59.76,0.437,,GH23: lysozyme type G  and 2 other functions.
fasta::barcode01.ffn:bc01_02590,-,bc01_02590,-,N,1032,56.88,0.548,,type IV secretion system protein ATPase VirB11 
fasta::barcode01.ffn:bc01_02591,-,bc01_02591,-,N,1263,60.17,0.462,,Bacterial conjugation TrbI-like protein
fasta::barcode01.ffn:bc01_02592,-,bc01_02592,-,N,774,51.81,0.455,,Ptl Type IV secretion system outer membrane complex protein PtlF 
fasta::barcode01.ffn:bc01_02593,-,bc01_02593,-,N,924,55.63,0.411,,VirB8 protein
fasta::barcode01.ffn:bc01_02594,-,bc01_02594,-,N,429,54.31,0.414,,hypothetical protein
fasta::barcode01.ffn:bc01_02595,-,bc01_02595,-,N,1668,58.21,0.623,,type IV secretion system component VirD4 
fasta::barcode01.ffn:bc01_02596,-,bc01_02596,-,N,243,61.32,0.498,,hypothetical protein
fasta::barcode01.ffn:bc01_02597,-,bc01_02597,-,N,75,60,0.238,,tRNA-Val(gac)
fasta::barcode01.ffn:bc01_02598,-,bc01_02598,-,N,2022,62.91,0.72,,UvrABC system protein B
fasta::barcode01.ffn:bc01_02599,-,bc01_02599,-,N,77,57.14,0.252,,tRNA-Asn(gtt)
fasta::barcode01.ffn:bc01_02600,-,bc01_02600,-,N,3744,53.71,0.324,,Neisseria PilC beta-propeller domain protein
fasta::barcode01.ffn:bc01_02601,-,bc01_02601,-,N,396,57.32,0.45,,hypothetical protein
fasta::barcode01.ffn:bc01_02602,-,bc01_02602,-,N,1155,56.8,0.33,,type IV pilus pseudopilin 
fasta::barcode01.ffn:bc01_02603,-,bc01_02603,-,N,474,54.43,0.386,,type IV pilus modification protein 
fasta::barcode01.ffn:bc01_02604,-,bc01_02604,-,N,1386,64.94,0.722,,Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
fasta::barcode01.ffn:bc01_02605,-,bc01_02605,-,N,3258,56.94,0.551,,Carboxypeptidase regulatory-like domain protein
fasta::barcode01.ffn:bc01_02606,-,bc01_02606,-,N,600,61.83,0.656,,hypothetical protein
fasta::barcode01.ffn:bc01_02607,-,bc01_02607,-,N,741,71.39,0.594,,putative oxidoreductase YciK
fasta::barcode01.ffn:bc01_02608,-,bc01_02608,-,N,321,61.99,0.733,,Glutaredoxin 4
fasta::barcode01.ffn:bc01_02609,-,bc01_02609,-,N,579,64.77,0.705,,superoxide dismutase 
fasta::barcode01.ffn:bc01_02610,-,bc01_02610,-,N,1143,66.93,0.608,,N5-carboxyaminoimidazole ribonucleotide synthase
fasta::barcode01.ffn:bc01_02611,-,bc01_02611,-,N,504,66.27,0.692,,N5-carboxyaminoimidazole ribonucleotide mutase
fasta::barcode01.ffn:bc01_02612,-,bc01_02612,-,N,270,66.67,0.769,,hypothetical protein
fasta::barcode01.ffn:bc01_02613,-,bc01_02613,-,N,873,68.38,0.704,,Nicotinate-nucleotide pyrophosphorylase [carboxylating]
fasta::barcode01.ffn:bc01_02614,-,bc01_02614,-,N,1062,69.21,0.649,,hypothetical protein
fasta::barcode01.ffn:bc01_02615,-,bc01_02615,-,N,690,64.06,0.372,,hypothetical protein
fasta::barcode01.ffn:bc01_02616,-,bc01_02616,-,N,2115,62.93,0.751,,Polyribonucleotide nucleotidyltransferase
fasta::barcode01.ffn:bc01_02617,-,bc01_02617,-,N,261,60.54,0.72,,30S ribosomal protein S15
fasta::barcode01.ffn:bc01_02618,-,bc01_02618,-,N,927,68.72,0.637,,tRNA pseudouridine synthase B
fasta::barcode01.ffn:bc01_02619,-,bc01_02619,-,N,393,66.41,0.706,,Ribosome-binding factor A
fasta::barcode01.ffn:bc01_02620,-,bc01_02620,-,N,2709,64.67,0.699,,Translation initiation factor IF-2
fasta::barcode01.ffn:bc01_02621,-,bc01_02621,-,N,1512,63.89,0.74,,Transcription termination/antitermination protein NusA
fasta::barcode01.ffn:bc01_02622,-,bc01_02622,-,N,591,62.27,0.638,,Coxiella Dot/Icm type IVB secretion system translocated effector 
fasta::barcode01.ffn:bc01_02623,-,bc01_02623,-,N,77,63.64,0.472,,tRNA-Met(cat)
fasta::barcode01.ffn:bc01_02624,-,bc01_02624,-,N,1461,64.48,0.707,,NADH-quinone oxidoreductase subunit N
fasta::barcode01.ffn:bc01_02625,-,bc01_02625,-,N,1503,62.08,0.739,,NADH-quinone oxidoreductase subunit M
fasta::barcode01.ffn:bc01_02626,-,bc01_02626,-,N,2163,61.21,0.729,,NADH-quinone oxidoreductase subunit L
fasta::barcode01.ffn:bc01_02627,-,bc01_02627,-,N,306,59.15,0.677,,NADH-quinone oxidoreductase subunit K
fasta::barcode01.ffn:bc01_02628,-,bc01_02628,-,N,660,63.18,0.681,,NADH-quinone oxidoreductase subunit J
fasta::barcode01.ffn:bc01_02629,-,bc01_02629,-,N,489,60.74,0.733,,NADH-quinone oxidoreductase subunit I
fasta::barcode01.ffn:bc01_02630,-,bc01_02630,-,N,1092,61.08,0.774,,NADH-quinone oxidoreductase subunit H
fasta::barcode01.ffn:bc01_02631,-,bc01_02631,-,N,2235,66.09,0.675,,NADH-quinone oxidoreductase chain 3
fasta::barcode01.ffn:bc01_02632,-,bc01_02632,-,N,1335,63.97,0.783,,NADH-quinone oxidoreductase subunit F
fasta::barcode01.ffn:bc01_02633,-,bc01_02633,-,N,528,61.36,0.74,,NADH-quinone oxidoreductase chain 2
fasta::barcode01.ffn:bc01_02634,-,bc01_02634,-,N,1308,62.08,0.756,,NADH-quinone oxidoreductase subunit D
fasta::barcode01.ffn:bc01_02635,-,bc01_02635,-,N,753,64.81,0.661,,NAD(P)H-quinone oxidoreductase subunit J chloroplastic
fasta::barcode01.ffn:bc01_02636,-,bc01_02636,-,N,555,63.42,0.753,,NADH-quinone oxidoreductase subunit B
fasta::barcode01.ffn:bc01_02637,-,bc01_02637,-,N,402,58.21,0.619,,NAD(P)H-quinone oxidoreductase subunit 3
fasta::barcode01.ffn:bc01_02638,-,bc01_02638,-,N,85,60,0.29,,tRNA-Leu(gag)
fasta::barcode01.ffn:bc01_02639,-,bc01_02639,-,N,489,68.71,0.647,,Preprotein translocase SecG subunit
fasta::barcode01.ffn:bc01_02640,-,bc01_02640,-,N,756,64.81,0.585,,Triosephosphate isomerase
fasta::barcode01.ffn:bc01_02641,-,bc01_02641,-,N,816,68.5,0.646,,short chain dehydrogenase
fasta::barcode01.ffn:bc01_02642,-,bc01_02642,-,N,729,46.91,0.271,,hypothetical protein
fasta::barcode01.ffn:bc01_02643,-,bc01_02643,-,N,264,58.71,0.67,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02644,-,bc01_02644,-,N,846,62.17,0.604,,IS3 family transposase IS1404
fasta::barcode01.ffn:bc01_02645,-,bc01_02645,-,N,153,52.29,0.439,,hypothetical protein
fasta::barcode01.ffn:bc01_02646,-,bc01_02646,-,N,426,62.21,0.677,,Bacterial-like globin
fasta::barcode01.ffn:bc01_02647,-,bc01_02647,-,N,876,66.67,0.587,,hypothetical protein
fasta::barcode01.ffn:bc01_02648,-,bc01_02648,-,N,2364,65.95,0.664,,EAL domain protein
fasta::barcode01.ffn:bc01_02649,-,bc01_02649,-,N,699,63.66,0.585,,hypothetical protein
fasta::barcode01.ffn:bc01_02650,-,bc01_02650,-,N,939,63.37,0.776,,Validamycin A dioxygenase
fasta::barcode01.ffn:bc01_02651,-,bc01_02651,-,N,1350,67.56,0.701,,phosphomannomutase AlgC 
fasta::barcode01.ffn:bc01_02652,-,bc01_02652,-,N,888,65.99,0.801,,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
fasta::barcode01.ffn:bc01_02653,-,bc01_02653,-,N,819,70.94,0.745,,Tryptophan synthase alpha chain
fasta::barcode01.ffn:bc01_02654,-,bc01_02654,-,N,519,67.82,0.589,,hypothetical protein
fasta::barcode01.ffn:bc01_02655,-,bc01_02655,-,N,1218,66.09,0.769,,Tryptophan synthase beta chain
fasta::barcode01.ffn:bc01_02656,-,bc01_02656,-,N,897,73.36,0.695,,HTH-type transcriptional regulator TrpI
fasta::barcode01.ffn:bc01_02657,-,bc01_02657,-,N,669,66.97,0.769,,N-(5'-phosphoribosyl)anthranilate isomerase
fasta::barcode01.ffn:bc01_02658,-,bc01_02658,-,N,774,68.09,0.687,,tRNA pseudouridine synthase A
fasta::barcode01.ffn:bc01_02659,-,bc01_02659,-,N,369,68.02,0.706,,hypothetical protein
fasta::barcode01.ffn:bc01_02660,-,bc01_02660,-,N,1950,71.03,0.647,,hypothetical protein
fasta::barcode01.ffn:bc01_02661,-,bc01_02661,-,N,1026,64.33,0.769,,Aspartate-semialdehyde dehydrogenase 2
fasta::barcode01.ffn:bc01_02662,-,bc01_02662,-,N,1059,68.37,0.702,,Glyoxylate/hydroxypyruvate reductase B
fasta::barcode01.ffn:bc01_02663,-,bc01_02663,-,N,1104,67.48,0.742,,Chorismate synthase
fasta::barcode01.ffn:bc01_02664,-,bc01_02664,-,N,489,64.83,0.556,,hypothetical protein
fasta::barcode01.ffn:bc01_02665,-,bc01_02665,-,N,927,66.02,0.794,,50S ribosomal protein L3 glutamine methyltransferase
fasta::barcode01.ffn:bc01_02666,-,bc01_02666,-,N,651,67.43,0.71,,SCO1/SenC
fasta::barcode01.ffn:bc01_02667,-,bc01_02667,-,N,849,65.84,0.665,,Phosphatidylserine decarboxylase proenzyme
fasta::barcode01.ffn:bc01_02668,-,bc01_02668,-,N,339,67.26,0.568,,hypothetical protein
fasta::barcode01.ffn:bc01_02669,-,bc01_02669,-,N,630,67.3,0.692,,hypothetical protein
fasta::barcode01.ffn:bc01_02670,-,bc01_02670,-,N,1581,66.41,0.727,,GH23: lysozyme type G  and 2 other functions.
fasta::barcode01.ffn:bc01_02671,-,bc01_02671,-,N,1506,67.73,0.753,,hypothetical protein
fasta::barcode01.ffn:bc01_02672,-,bc01_02672,-,N,522,59.58,0.476,,hypothetical protein
fasta::barcode01.ffn:bc01_02673,-,bc01_02673,-,N,600,60.67,0.673,,GDP-mannose pyrophosphatase NudK
fasta::barcode01.ffn:bc01_02674,-,bc01_02674,-,N,1275,66.12,0.694,,hypothetical protein
fasta::barcode01.ffn:bc01_02675,-,bc01_02675,-,N,1464,66.73,0.674,,Rhomboid family protein
fasta::barcode01.ffn:bc01_02676,-,bc01_02676,-,N,507,66.07,0.665,,Transcription elongation factor GreB
fasta::barcode01.ffn:bc01_02677,-,bc01_02677,-,N,1362,65.2,0.742,,Ribosomal protein S12 methylthiotransferase RimO
fasta::barcode01.ffn:bc01_02678,-,bc01_02678,-,N,264,57.2,0.379,,hypothetical protein
fasta::barcode01.ffn:bc01_02679,-,bc01_02679,-,N,234,66.24,0.649,,Antidote-toxin recognition MazE bacterial antitoxin
fasta::barcode01.ffn:bc01_02680,-,bc01_02680,-,N,1323,57.82,0.414,,GTPase-associated system helical domain protein
fasta::barcode01.ffn:bc01_02681,-,bc01_02681,-,N,789,57.41,0.342,,Double-GTPase 2
fasta::barcode01.ffn:bc01_02682,-,bc01_02682,-,N,837,57.47,0.452,,Double-GTPase 1
fasta::barcode01.ffn:bc01_02683,-,bc01_02683,-,N,2487,57.5,0.377,,hypothetical protein
fasta::barcode01.ffn:bc01_02684,-,bc01_02684,-,N,1104,56.43,0.396,,Caspase domain protein
fasta::barcode01.ffn:bc01_02685,-,bc01_02685,-,N,2289,54.43,0.39,,hypothetical protein
fasta::barcode01.ffn:bc01_02686,-,bc01_02686,-,N,135,50.37,0.404,,hypothetical protein
fasta::barcode01.ffn:bc01_02687,-,bc01_02687,-,N,1437,60.54,0.425,,hypothetical protein
fasta::barcode01.ffn:bc01_02688,-,bc01_02688,-,N,1191,64.65,0.539,,Caspase domain protein
fasta::barcode01.ffn:bc01_02689,-,bc01_02689,-,N,1203,63.01,0.561,,hypothetical protein
fasta::barcode01.ffn:bc01_02690,-,bc01_02690,-,N,1209,56.16,0.386,,XopAC
fasta::barcode01.ffn:bc01_02691,-,bc01_02691,-,N,663,67.12,0.811,,Carboxymethylenebutenolidase
fasta::barcode01.ffn:bc01_02692,-,bc01_02692,-,N,438,69.63,0.652,,hypothetical protein
fasta::barcode01.ffn:bc01_02693,-,bc01_02693,-,N,243,63.79,0.577,,hypothetical protein
fasta::barcode01.ffn:bc01_02694,-,bc01_02694,-,N,186,63.44,0.7,,hypothetical protein
fasta::barcode01.ffn:bc01_02695,-,bc01_02695,-,N,570,61.93,0.836,,dCTP deaminase
fasta::barcode01.ffn:bc01_02696,-,bc01_02696,-,N,852,67.61,0.734,,Iron-sulfur cluster carrier protein
fasta::barcode01.ffn:bc01_02697,-,bc01_02697,-,N,252,67.46,0.498,,hypothetical protein
fasta::barcode01.ffn:bc01_02698,-,bc01_02698,-,N,2739,63.23,0.743,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_02699,-,bc01_02699,-,N,3048,58.46,0.548,,Protein oar
